,dex_id,name,spe,spd,spa,dfn,atk,hp,type_1,type_2,move_list,gen
418,419,floatzel,115,50,85,55,105,85,water,,"['ice-punch', 'razor-wind', 'headbutt', 'growl', 'roar', 'sonic-boom', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'low-kick', 'strength', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'waterfall', 'swift', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'rock-smash', 'whirlpool', 'hail', 'torment', 'facade', 'focus-punch', 'taunt', 'brick-break', 'secret-power', 'dive', 'rock-tomb', 'bulk-up', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'payback', 'aqua-tail', 'focus-blast', 'giga-impact', 'ice-fang', 'captivate', 'aqua-jet', 'double-hit', 'round', 'echoed-voice', 'scald', 'confide', 'power-up-punch']",4.0
419,420,cherubi,35,53,62,45,35,45,grass,,"['swords-dance', 'tackle', 'take-down', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'defense-curl', 'flash', 'rest', 'substitute', 'snore', 'protect', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'sweet-scent', 'morning-sun', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'secret-power', 'weather-ball', 'aromatherapy', 'grass-whistle', 'tickle', 'bullet-seed', 'magical-leaf', 'healing-wish', 'natural-gift', 'lucky-chant', 'worry-seed', 'seed-bomb', 'energy-ball', 'captivate', 'grass-knot', 'round', 'heal-pulse', 'petal-blizzard', 'flower-shield', 'grassy-terrain', 'confide', 'dazzling-gleam']",4.0
420,421,cherrim,85,78,87,70,60,70,grass,,"['swords-dance', 'tackle', 'take-down', 'hyper-beam', 'leech-seed', 'growth', 'solar-beam', 'petal-dance', 'toxic', 'double-team', 'flash', 'rest', 'substitute', 'snore', 'protect', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'morning-sun', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'secret-power', 'bullet-seed', 'magical-leaf', 'natural-gift', 'lucky-chant', 'worry-seed', 'seed-bomb', 'energy-ball', 'giga-impact', 'captivate', 'grass-knot', 'round', 'petal-blizzard', 'confide', 'dazzling-gleam']",4.0
421,422,shellos,34,62,57,48,48,76,water,,"['headbutt', 'body-slam', 'mist', 'surf', 'ice-beam', 'blizzard', 'counter', 'string-shot', 'fissure', 'toxic', 'double-team', 'recover', 'harden', 'sludge', 'amnesia', 'acid-armor', 'rest', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'mirror-coat', 'ancient-power', 'whirlpool', 'stockpile', 'spit-up', 'swallow', 'hail', 'memento', 'facade', 'yawn', 'secret-power', 'dive', 'mud-sport', 'muddy-water', 'water-pulse', 'brine', 'natural-gift', 'trump-card', 'earth-power', 'mud-bomb', 'captivate', 'round', 'clear-smog', 'scald', 'confide', 'infestation']",4.0
422,423,gastrodon,39,82,92,68,83,111,ground,water,"['headbutt', 'body-slam', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'string-shot', 'earthquake', 'dig', 'toxic', 'double-team', 'recover', 'harden', 'waterfall', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'sludge-bomb', 'mud-slap', 'icy-wind', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'secret-power', 'dive', 'mud-sport', 'rock-tomb', 'muddy-water', 'block', 'water-pulse', 'brine', 'natural-gift', 'earth-power', 'giga-impact', 'mud-bomb', 'stone-edge', 'captivate', 'sludge-wave', 'round', 'scald', 'bulldoze', 'confide', 'infestation']",4.0
423,424,ambipom,115,66,60,66,100,75,normal,,"['fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut', 'sand-attack', 'headbutt', 'tail-whip', 'hyper-beam', 'low-kick', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'screech', 'double-team', 'swift', 'dream-eater', 'fury-swipes', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'mud-slap', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'taunt', 'role-play', 'brick-break', 'knock-off', 'snatch', 'secret-power', 'astonish', 'tickle', 'aerial-ace', 'bounce', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'u-turn', 'payback', 'fling', 'last-resort', 'seed-bomb', 'giga-impact', 'nasty-plot', 'shadow-claw', 'gunk-shot', 'captivate', 'grass-knot', 'double-hit', 'hone-claws', 'low-sweep', 'foul-play', 'round', 'acrobatics', 'retaliate', 'work-up', 'dual-chop', 'confide', 'power-up-punch']",4.0
424,425,drifloon,70,44,60,34,50,90,flying,ghost,"['cut', 'gust', 'bind', 'body-slam', 'disable', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'hypnosis', 'double-team', 'minimize', 'haze', 'focus-energy', 'swift', 'constrict', 'amnesia', 'dream-eater', 'flash', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'mud-slap', 'destiny-bond', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'baton-pass', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'stockpile', 'spit-up', 'swallow', 'will-o-wisp', 'memento', 'facade', 'trick', 'magic-coat', 'recycle', 'knock-off', 'skill-swap', 'secret-power', 'astonish', 'weather-ball', 'air-cutter', 'silver-wind', 'calm-mind', 'shock-wave', 'gyro-ball', 'natural-gift', 'tailwind', 'payback', 'embargo', 'sucker-punch', 'defog', 'captivate', 'charge-beam', 'ominous-wind', 'telekinesis', 'round', 'clear-smog', 'hex', 'acrobatics', 'confide']",4.0
425,426,drifblim,80,54,90,44,80,150,flying,ghost,"['cut', 'gust', 'fly', 'bind', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'double-team', 'minimize', 'focus-energy', 'swift', 'constrict', 'amnesia', 'dream-eater', 'flash', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'baton-pass', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'stockpile', 'spit-up', 'swallow', 'will-o-wisp', 'facade', 'trick', 'magic-coat', 'recycle', 'knock-off', 'skill-swap', 'secret-power', 'astonish', 'air-cutter', 'silver-wind', 'calm-mind', 'shock-wave', 'gyro-ball', 'natural-gift', 'tailwind', 'payback', 'embargo', 'sucker-punch', 'giga-impact', 'defog', 'captivate', 'charge-beam', 'ominous-wind', 'telekinesis', 'round', 'hex', 'acrobatics', 'phantom-force', 'confide']",4.0
426,427,buneary,85,56,44,44,66,55,normal,,"['pound', 'fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'jump-kick', 'headbutt', 'ice-beam', 'low-kick', 'solar-beam', 'thunderbolt', 'thunder-wave', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'defense-curl', 'swift', 'dizzy-punch', 'splash', 'rest', 'substitute', 'snore', 'flail', 'protect', 'sweet-kiss', 'mud-slap', 'foresight', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'baton-pass', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'fake-out', 'uproar', 'facade', 'focus-punch', 'helping-hand', 'magic-coat', 'endeavor', 'secret-power', 'teeter-dance', 'mud-sport', 'hyper-voice', 'fake-tears', 'cosmic-power', 'sky-uppercut', 'bounce', 'covet', 'shock-wave', 'water-pulse', 'healing-wish', 'natural-gift', 'fling', 'copycat', 'last-resort', 'drain-punch', 'switcheroo', 'captivate', 'grass-knot', 'charge-beam', 'double-hit', 'entrainment', 'after-you', 'round', 'circle-throw', 'retaliate', 'work-up', 'confide', 'baby-doll-eyes', 'power-up-punch']",4.0
427,428,lopunny,105,96,54,84,76,65,normal,,"['pound', 'fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'jump-kick', 'headbutt', 'ice-beam', 'blizzard', 'hyper-beam', 'low-kick', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'defense-curl', 'swift', 'high-jump-kick', 'dizzy-punch', 'splash', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'foresight', 'endure', 'charm', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'mirror-coat', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'helping-hand', 'magic-coat', 'endeavor', 'secret-power', 'hyper-voice', 'bounce', 'covet', 'shock-wave', 'water-pulse', 'healing-wish', 'natural-gift', 'fling', 'last-resort', 'drain-punch', 'focus-blast', 'giga-impact', 'captivate', 'grass-knot', 'charge-beam', 'low-sweep', 'entrainment', 'after-you', 'round', 'retaliate', 'work-up', 'rototiller', 'confide', 'baby-doll-eyes', 'power-up-punch', 'brutal-swing']",4.0
428,429,mismagius,105,105,105,60,60,60,ghost,,"['headbutt', 'growl', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'double-team', 'swift', 'dream-eater', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'torment', 'will-o-wisp', 'facade', 'taunt', 'trick', 'magic-coat', 'skill-swap', 'snatch', 'secret-power', 'hyper-voice', 'astonish', 'aerial-ace', 'magical-leaf', 'calm-mind', 'shock-wave', 'natural-gift', 'payback', 'embargo', 'lucky-chant', 'sucker-punch', 'dark-pulse', 'power-gem', 'energy-ball', 'giga-impact', 'trick-room', 'captivate', 'charge-beam', 'ominous-wind', 'wonder-room', 'telekinesis', 'magic-room', 'foul-play', 'round', 'echoed-voice', 'phantom-force', 'confide', 'mystical-fire', 'dazzling-gleam']",4.0
429,430,honchkrow,71,52,105,52,125,100,flying,dark,"['wing-attack', 'fly', 'hyper-beam', 'thunder-wave', 'toxic', 'psychic', 'double-team', 'haze', 'swift', 'dream-eater', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'heat-wave', 'torment', 'facade', 'taunt', 'superpower', 'snatch', 'secret-power', 'astonish', 'air-cutter', 'aerial-ace', 'calm-mind', 'roost', 'natural-gift', 'pluck', 'tailwind', 'payback', 'embargo', 'sucker-punch', 'dark-pulse', 'night-slash', 'giga-impact', 'nasty-plot', 'defog', 'captivate', 'ominous-wind', 'foul-play', 'round', 'incinerate', 'quash', 'retaliate', 'snarl', 'confide']",4.0
430,431,glameow,85,37,42,42,55,49,normal,,"['scratch', 'cut', 'sand-attack', 'headbutt', 'tail-whip', 'bite', 'growl', 'thunderbolt', 'thunder', 'dig', 'toxic', 'hypnosis', 'quick-attack', 'double-team', 'swift', 'dream-eater', 'flash', 'fury-swipes', 'rest', 'super-fang', 'slash', 'substitute', 'thief', 'snore', 'flail', 'protect', 'feint-attack', 'mud-slap', 'endure', 'charm', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'fake-out', 'torment', 'facade', 'taunt', 'assist', 'knock-off', 'snatch', 'secret-power', 'hyper-voice', 'fake-tears', 'aerial-ace', 'covet', 'shock-wave', 'water-pulse', 'wake-up-slap', 'natural-gift', 'u-turn', 'payback', 'assurance', 'last-resort', 'sucker-punch', 'shadow-claw', 'captivate', 'hone-claws', 'foul-play', 'round', 'echoed-voice', 'retaliate', 'work-up', 'play-rough', 'confide']",4.0
431,432,purugly,112,59,64,64,82,71,normal,,"['scratch', 'cut', 'headbutt', 'body-slam', 'growl', 'roar', 'hyper-beam', 'thunderbolt', 'thunder', 'dig', 'toxic', 'hypnosis', 'double-team', 'swift', 'dream-eater', 'flash', 'fury-swipes', 'rest', 'super-fang', 'slash', 'substitute', 'thief', 'snore', 'protect', 'feint-attack', 'mud-slap', 'endure', 'charm', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'fake-out', 'torment', 'facade', 'taunt', 'assist', 'knock-off', 'snatch', 'secret-power', 'hyper-voice', 'aerial-ace', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'u-turn', 'payback', 'last-resort', 'sucker-punch', 'giga-impact', 'shadow-claw', 'captivate', 'hone-claws', 'foul-play', 'round', 'echoed-voice', 'retaliate', 'bulldoze', 'work-up', 'confide']",4.0
432,433,chingling,45,50,65,50,30,45,psychic,,"['bind', 'wrap', 'growl', 'disable', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'hypnosis', 'double-team', 'recover', 'light-screen', 'reflect', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'uproar', 'torment', 'facade', 'taunt', 'helping-hand', 'trick', 'wish', 'magic-coat', 'recycle', 'yawn', 'knock-off', 'skill-swap', 'snatch', 'secret-power', 'hyper-voice', 'astonish', 'cosmic-power', 'signal-beam', 'calm-mind', 'shock-wave', 'gravity', 'natural-gift', 'last-resort', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'psyshock', 'telekinesis', 'entrainment', 'round', 'echoed-voice', 'stored-power', 'confide', 'dazzling-gleam']",4.0
433,434,stunky,74,41,41,47,63,63,dark,poison,"['scratch', 'cut', 'headbutt', 'double-edge', 'leer', 'bite', 'roar', 'flamethrower', 'dig', 'toxic', 'screech', 'double-team', 'smokescreen', 'haze', 'focus-energy', 'smog', 'fire-blast', 'swift', 'poison-gas', 'explosion', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'torment', 'memento', 'facade', 'taunt', 'snatch', 'secret-power', 'astonish', 'natural-gift', 'feint', 'payback', 'punishment', 'sucker-punch', 'dark-pulse', 'night-slash', 'shadow-claw', 'defog', 'captivate', 'hone-claws', 'venoshock', 'flame-burst', 'acid-spray', 'foul-play', 'round', 'incinerate', 'snarl', 'belch', 'play-rough', 'confide', 'venom-drench']",4.0
434,435,skuntank,84,61,71,67,93,103,dark,poison,"['scratch', 'cut', 'headbutt', 'bite', 'roar', 'flamethrower', 'hyper-beam', 'strength', 'dig', 'toxic', 'screech', 'double-team', 'smokescreen', 'focus-energy', 'fire-blast', 'swift', 'poison-gas', 'explosion', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'protect', 'sludge-bomb', 'mud-slap', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'torment', 'memento', 'facade', 'taunt', 'snatch', 'secret-power', 'natural-gift', 'feint', 'payback', 'sucker-punch', 'poison-jab', 'dark-pulse', 'night-slash', 'giga-impact', 'shadow-claw', 'defog', 'captivate', 'hone-claws', 'venoshock', 'acid-spray', 'foul-play', 'round', 'incinerate', 'snarl', 'belch', 'confide', 'venom-drench']",4.0
435,436,bronzor,23,86,24,86,24,57,psychic,steel,"['tackle', 'solar-beam', 'earthquake', 'toxic', 'confusion', 'psychic', 'hypnosis', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'dream-eater', 'flash', 'psywave', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'feint-attack', 'sandstorm', 'endure', 'rollout', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'future-sight', 'facade', 'trick', 'recycle', 'skill-swap', 'imprison', 'secret-power', 'rock-tomb', 'metal-sound', 'signal-beam', 'extrasensory', 'iron-defense', 'calm-mind', 'gravity', 'gyro-ball', 'natural-gift', 'payback', 'heal-block', 'rock-polish', 'flash-cannon', 'trick-room', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'heavy-slam', 'round', 'bulldoze', 'confide']",4.0
436,437,bronzong,33,116,79,116,89,67,psychic,steel,"['tackle', 'hyper-beam', 'strength', 'solar-beam', 'earthquake', 'toxic', 'confusion', 'psychic', 'hypnosis', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'dream-eater', 'flash', 'psywave', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'feint-attack', 'sandstorm', 'endure', 'rollout', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'future-sight', 'rock-smash', 'facade', 'trick', 'recycle', 'skill-swap', 'imprison', 'secret-power', 'rock-tomb', 'metal-sound', 'signal-beam', 'extrasensory', 'iron-defense', 'block', 'calm-mind', 'gravity', 'gyro-ball', 'natural-gift', 'payback', 'heal-block', 'rock-polish', 'giga-impact', 'zen-headbutt', 'flash-cannon', 'trick-room', 'iron-head', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'heavy-slam', 'round', 'bulldoze', 'confide']",4.0
437,438,bonsly,10,45,10,95,80,50,rock,,"['slam', 'headbutt', 'double-edge', 'low-kick', 'counter', 'rock-throw', 'dig', 'toxic', 'mimic', 'double-team', 'harden', 'defense-curl', 'self-destruct', 'explosion', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'feint-attack', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'sunny-day', 'psych-up', 'uproar', 'facade', 'nature-power', 'helping-hand', 'role-play', 'brick-break', 'secret-power', 'fake-tears', 'rock-tomb', 'sand-tomb', 'block', 'covet', 'calm-mind', 'natural-gift', 'copycat', 'sucker-punch', 'rock-polish', 'earth-power', 'captivate', 'stealth-rock', 'smack-down', 'foul-play', 'after-you', 'round', 'confide', 'tearful-look']",4.0
438,439,mime-jr,60,90,70,45,25,20,fairy,psychic,"['pound', 'double-slap', 'headbutt', 'psybeam', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'hypnosis', 'meditate', 'mimic', 'double-team', 'confuse-ray', 'barrier', 'light-screen', 'reflect', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'fake-out', 'uproar', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'snatch', 'secret-power', 'teeter-dance', 'tickle', 'signal-beam', 'covet', 'calm-mind', 'shock-wave', 'wake-up-slap', 'healing-wish', 'natural-gift', 'fling', 'copycat', 'drain-punch', 'nasty-plot', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'power-split', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'round', 'confide', 'infestation', 'psychic-terrain']",4.0
439,440,happiny,30,65,15,5,5,100,normal,,"['pound', 'headbutt', 'flamethrower', 'counter', 'solar-beam', 'thunder-wave', 'toxic', 'psychic', 'double-team', 'light-screen', 'metronome', 'fire-blast', 'dream-eater', 'flash', 'rest', 'substitute', 'snore', 'protect', 'sweet-kiss', 'mud-slap', 'icy-wind', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'present', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'hail', 'facade', 'helping-hand', 'recycle', 'endeavor', 'refresh', 'secret-power', 'hyper-voice', 'aromatherapy', 'covet', 'shock-wave', 'water-pulse', 'gravity', 'natural-gift', 'fling', 'copycat', 'last-resort', 'drain-punch', 'mud-bomb', 'zen-headbutt', 'captivate', 'grass-knot', 'round', 'echoed-voice', 'incinerate', 'work-up', 'confide']",4.0
